tipo_colheita?nome?tipo_recurso?custo?moeda_custo?xp?ganho_base?moeda_ganho?tempo?ganho_por_min?xp_por_min?dinheiros_por_diamante?tipo_ganho
Crops?Chard?Vegetables?12000,00?dinheiro?150,00?15250,00?dinheiro?900,00?3,60?0,17?0,00?dinheiro_dinheiro
Crops?Cheddar Cauliflower?Vegetables?2400,00?dinheiro?14,00?2600,00?dinheiro?45,00?4,22?0,31?0,00?dinheiro_dinheiro
Crops?Cherokee Purple Tomato?Vegetables?2500,00?dinheiro?80,00?3500,00?dinheiro?720,00?1,38?0,11?0,00?dinheiro_dinheiro
Crops?Chickpea?Vegetables?1200,00?dinheiro?28,00?1360,00?dinheiro?240,00?0,62?0,12?0,00?dinheiro_dinheiro
Crops?Chive?Vegetables?1000,00?dinheiro?20,00?2,00?diamante?120,00?0,00?0,17?505,00?dinheiro_diamante
Crops?Corn?Cereals?2000,00?dinheiro?140,00?3000,00?dinheiro?2880,00?0,34?0,05?0,00?dinheiro_dinheiro
Crops?Cotton?Fabric?100,00?dinheiro?35,00?190,00?dinheiro?720,00?0,11?0,05?0,00?dinheiro_dinheiro
Crops?Cotton Candy?No Resource?0,00?diamante?1,00?1,00?diamante?30,00?-0,30?0,03?0,00?diamante_diamante
Crops?Crookneck Pumpkin?Fruits?10000,00?dinheiro?110,00?12000,00?dinheiro?600,00?3,32?0,18?0,00?dinheiro_dinheiro
Crops?Cucumber?Vegetables?1300,00?dinheiro?23,00?1500,00?dinheiro?120,00?1,58?0,19?0,00?dinheiro_dinheiro
Crops?Cursed Pumpkin?Vegetables?500,00?dinheiro?30,00?1,00?diamante?480,00?0,00?0,06?510,00?dinheiro_diamante
Crops?Dinosaur Fossil?No Resource?1000,00?dinheiro?16,00?1,00?diamante?180,00?0,00?0,09?1010,00?dinheiro_diamante
Crops?Easter Egg?Eggs?500,00?dinheiro?18,00?1,00?diamante?240,00?0,00?0,07?510,00?dinheiro_diamante
Crops?Eggplant?Vegetables?80,00?dinheiro?35,00?240,00?dinheiro?1440,00?0,10?0,02?0,00?dinheiro_dinheiro
Crops?Fern?0?0,00?0?0,00?0,00?dinheiro?0,00?0,00??0,00?
Crops?Fireworks?No Resource?500,00?dinheiro?13,00?2,00?diamante?120,00?0,00?0,11?255,00?dinheiro_diamante
Crops?Flower Bouquets?Flowers?0,00?diamante?0,00?0,00?dinheiro?180,00?0,00?0,00??diamante_dinheiro
Crops?Garlic?Vegetables?300,00?dinheiro?23,00?400,00?dinheiro?210,00?0,43?0,11?0,00?dinheiro_dinheiro
Crops?Ginger?Spice?1600,00?dinheiro?38,00?3,00?diamante?300,00?0,00?0,13?536,67?dinheiro_diamante
Crops?Graffiti Cauliflower?Vegetables?4500,00?dinheiro?210,00?7000,00?dinheiro?2880,00?0,86?0,07?0,00?dinheiro_dinheiro
Crops?Green Grape?Grapes?250,00?dinheiro?41,00?400,00?dinheiro?600,00?0,23?0,07?0,00?dinheiro_dinheiro
Crops?Green Pepper?Vegetables?900,00?dinheiro?30,00?1150,00?dinheiro?240,00?1,00?0,12?0,00?dinheiro_dinheiro
Crops?Habanero Pepper?Vegetables?3250,00?dinheiro?64,00?64,00?dinheiro?480,00?-6,66?0,13?0,00?dinheiro_dinheiro
Crops?Jalapeño Pepper?Vegetables?2250,00?dinheiro?48,00?2750,00?dinheiro?360,00?1,36?0,13?0,00?dinheiro_dinheiro
Crops?Jicama?Vegetables?2150,00?dinheiro?6,00?2220,00?dinheiro?10,00?6,00?0,60?0,00?dinheiro_dinheiro
Crops?Kiwifruit?Fruits?1000,00?dinheiro?86,00?1600,00?dinheiro?1440,00?0,41?0,06?0,00?dinheiro_dinheiro
Crops?Leek?Vegetables?1250,00?dinheiro?12,00?1380,00?dinheiro?45,00?2,67?0,27?0,00?dinheiro_dinheiro
Crops?Lettuce?Vegetables?15,00?dinheiro?1,00?30,00?dinheiro?10,00?0,50?0,10?0,00?dinheiro_dinheiro
Crops?Lombardy Cabbage?Vegetables?500,00?dinheiro?65,00?850,00?dinheiro?1080,00?0,31?0,06?0,00?dinheiro_dinheiro
Crops?Lucky Clover?No Resource?0,00?diamante?0,00?0,00?dinheiro?0,00?0,00???diamante_dinheiro
Crops?Magic Crystal?No Resource?500,00?dinheiro?11,00?1,00?diamante?90,00?0,00?0,12?510,00?dinheiro_diamante
Crops?Melon?Fruits?1000,00?dinheiro?5,00?1060,00?dinheiro?10,00?5,00?0,50?0,00?dinheiro_dinheiro
Crops?Musical Root?No Resource?800,00?dinheiro?18,00?1,00?diamante?180,00?0,00?0,10?810,00?dinheiro_diamante
Crops?Oregano?Spice?25,00?diamante?68,00?18,00?diamante?240,00?-0,07?0,28?0,00?diamante_diamante
Crops?Parasol Mushroom?Mushrooms?170,00?dinheiro?8,00?220,00?dinheiro?60,00?0,67?0,13?0,00?dinheiro_dinheiro
Crops?Party Candles?No Resource?1000,00?dinheiro?22,00?1,00?diamante?240,00?0,00?0,09?1010,00?dinheiro_diamante
Crops?Peanut?Nuts?40,00?dinheiro?3,00?65,00?dinheiro?30,00?0,50?0,10?0,00?dinheiro_dinheiro
Crops?Peas?Vegetables?180,00?dinheiro?30,00?280,00?dinheiro?480,00?0,19?0,06?0,00?dinheiro_dinheiro
Crops?Physalis?Fruits?8000,00?dinheiro?170,00?11000,00?dinheiro?1440,00?2,08?0,12?0,00?dinheiro_dinheiro
Crops?Pineapple?Fruits?5500,00?dinheiro?115,00?7000,00?dinheiro?960,00?1,55?0,12?0,00?dinheiro_dinheiro
Crops?Pink Peppercorn?Spice?4400,00?dinheiro?65,00?8,00?diamante?360,00?0,00?0,18?551,25?dinheiro_diamante
Crops?Potato?Vegetables?60,00?dinheiro?10,00?120,00?dinheiro?180,00?0,28?0,06?0,00?dinheiro_dinheiro
Crops?Pumpkin?Vegetables?100,00?dinheiro?65,00?400,00?dinheiro?2880,00?0,10?0,02?0,00?dinheiro_dinheiro
Crops?Purple Carrot?Vegetables?4200,00?dinheiro?10,00?4300,00?dinheiro?20,00?4,50?0,50?0,00?dinheiro_dinheiro
Crops?Radish?Vegetables?3000,00?dinheiro?54,00?3600,00?dinheiro?360,00?1,64?0,15?0,00?dinheiro_dinheiro
Crops?Raspberry?Grapes?3500,00?dinheiro?25,00?3850,00?dinheiro?120,00?2,83?0,21?0,00?dinheiro_dinheiro
Crops?Red Goji Berry?Grapes?1400,00?dinheiro?19,00?1600,00?dinheiro?90,00?2,11?0,21?0,00?dinheiro_dinheiro
Crops?Red Grape?Grapes?1250,00?dinheiro?55,00?1700,00?dinheiro?600,00?0,73?0,09?0,00?dinheiro_dinheiro
Crops?Red Onion?Vegetables?440,00?dinheiro?30,00?560,00?dinheiro?300,00?0,37?0,10?0,00?dinheiro_dinheiro
Crops?Red Pepper?Vegetables?750,00?dinheiro?55,00?1150,00?dinheiro?720,00?0,54?0,08?0,00?dinheiro_dinheiro
Crops?Red Pine Mushroom?Mushrooms?450,00?dinheiro?6,00?485,00?dinheiro?20,00?1,25?0,30?0,00?dinheiro_dinheiro
Crops?Red Sorghum?Cereals?5250,00?dinheiro?86,00?6300,00?dinheiro?600,00?1,73?0,14?0,00?dinheiro_dinheiro
Crops?Redcurrant?Grapes?1200,00?dinheiro?36,00?1480,00?dinheiro?320,00?0,84?0,11?0,00?dinheiro_dinheiro
Crops?Romanesco?Vegetables?6000,00?dinheiro?33,00?6500,00?dinheiro?90,00?5,44?0,37?0,00?dinheiro_dinheiro
Crops?Rye?Cereals?2500,00?dinheiro?105,00?3750,00?dinheiro?1440,00?0,86?0,07?0,00?dinheiro_dinheiro
Crops?Shallot?Vegetables?2200,00?dinheiro?38,00?2600,00?dinheiro?240,00?1,62?0,16?0,00?dinheiro_dinheiro
Crops?Shiitake?Mushrooms?4000,00?dinheiro?130,00?5500,00?dinheiro?1440,00?1,03?0,09?0,00?dinheiro_dinheiro
Crops?Shooting Stars?No Resource?400,00?dinheiro?4,00?1,00?diamante?60,00?0,00?0,07?410,00?dinheiro_diamante
Crops?Soybean?Vegetables?2750,00?dinheiro?38,00?3150,00?dinheiro?210,00?1,86?0,18?0,00?dinheiro_dinheiro
Crops?Spinach?Vegetables?6000,00?dinheiro?40,00?6600,00?dinheiro?150,00?3,93?0,27?0,00?dinheiro_dinheiro
Crops?Strawberry?Fruits?800,00?dinheiro?105,00?1500,00?dinheiro?2160,00?0,32?0,05?0,00?dinheiro_dinheiro
Crops?Sugar Cane?Spice?1400,00?dinheiro?50,00?1480,00?dinheiro?60,00?1,17?0,83?0,00?dinheiro_dinheiro
Crops?Sunflower?Nuts?1500,00?dinheiro?55,00?2200,00?dinheiro?480,00?1,44?0,11?0,00?dinheiro_dinheiro
Crops?Tomato?Vegetables?105,00?dinheiro?12,00?165,00?dinheiro?120,00?0,42?0,10?0,00?dinheiro_dinheiro
Crops?Toy Pinwheels?No Resource?300,00?dinheiro?2,00?1,00?diamante?20,00?0,00?0,10?310,00?dinheiro_diamante
Crops?Turmeric?Spice?10000,00?dinheiro?100,00?15,00?diamante?390,00?0,00?0,26?667,33?dinheiro_diamante
Crops?Turnip?Vegetables?200,00?dinheiro?3,00?225,00?dinheiro?10,00?1,50?0,30?0,00?dinheiro_dinheiro
Crops?Wasabi?Vegetables?1500,00?dinheiro?50,00?1900,00?dinheiro?600,00?0,65?0,08?0,00?dinheiro_dinheiro
Crops?Watermelon?Fruits?250,00?dinheiro?95,00?800,00?dinheiro?2880,00?0,19?0,03?0,00?dinheiro_dinheiro
Crops?Wheat?Cereals?400,00?dinheiro?74,00?800,00?dinheiro?1440,00?0,27?0,05?0,00?dinheiro_dinheiro
Crops?White Mushroom?Mushrooms?2000,00?dinheiro?30,00?2350,00?dinheiro?180,00?1,89?0,17?0,00?dinheiro_dinheiro
Crops?White Peppercorn?Spice?2200,00?dinheiro?40,00?4,00?diamante?300,00?0,00?0,13?552,50?dinheiro_diamante
Crops?White Sorghum?Cereals?2350,00?dinheiro?70,00?3250,00?dinheiro?600,00?1,48?0,12?0,00?dinheiro_dinheiro
Crops?Yellow Onion?Vegetables?80,00?dinheiro?14,00?150,00?dinheiro?210,00?0,29?0,07?0,00?dinheiro_dinheiro
Crops?Yellow Pepper?Vegetables?125,00?dinheiro?10,00?180,00?dinheiro?90,00?0,50?0,11?0,00?dinheiro_dinheiro
Crops?Yellow Zucchini?Vegetables?850,00?dinheiro?6,00?920,00?dinheiro?15,00?4,00?0,40?0,00?dinheiro_dinheiro
Crops?Zucchini?Vegetables?120,00?dinheiro?3,00?150,00?dinheiro?15,00?1,33?0,20?0,00?dinheiro_dinheiro
Flowers?Annabelle Hydrangea?Flowers?22500,00?dinheiro?120,00?1250,00?dinheiro?180,00?6,94?0,67?0,00?dinheiro_dinheiro
Flowers?Black Tea?Spice?10,00?diamante?500,00?75,00?diamante?1440,00?0,05?0,35?0,00?diamante_diamante
Flowers?Blue Bellflower?Flowers?7000,00?dinheiro?180,00?2700,00?dinheiro?720,00?3,75?0,25?0,00?dinheiro_dinheiro
Flowers?Blue Hydrangea?Flowers?3500,00?dinheiro?70,00?750,00?dinheiro?180,00?4,17?0,39?0,00?dinheiro_dinheiro
Flowers?Blue Orchid?Flowers?2750,00?dinheiro?400,00?3400,00?dinheiro?4320,00?0,79?0,09?0,00?dinheiro_dinheiro
Flowers?Blue Wisteria?Flowers?16500,00?dinheiro?150,00?2500,00?dinheiro?300,00?8,33?0,50?0,00?dinheiro_dinheiro
Flowers?California Poppy?Flowers?3000,00?dinheiro?75,00?1000,00?dinheiro?240,00?4,17?0,31?0,00?dinheiro_dinheiro
Flowers?China Pink Tulip?Flowers?12000,00?dinheiro?520,00?12000,00?dinheiro?2880,00?4,17?0,18?0,00?dinheiro_dinheiro
Flowers?Common Lilac?Flowers?5000,00?dinheiro?260,00?4600,00?dinheiro?1440,00?3,19?0,18?0,00?dinheiro_dinheiro
Flowers?Daisy?Flowers?500,00?dinheiro?55,00?500,00?dinheiro?360,00?1,39?0,15?0,00?dinheiro_dinheiro
Flowers?Damask Rose?Flowers?1750,00?dinheiro?85,00?1000,00?dinheiro?360,00?2,78?0,24?0,00?dinheiro_dinheiro
Flowers?Dandelion?Flowers?25,00?diamante?60,00?8,00?diamante?240,00?0,03?0,25?0,00?diamante_diamante
Flowers?Edelweiss?Flowers?15,00?diamante?55,00?15,00?diamante?3,00?5,00?18,33?0,00?diamante_diamante
Flowers?Flax?Flowers?1000,00?dinheiro?105,00?1000,00?dinheiro?720,00?1,39?0,15?0,00?dinheiro_dinheiro
Flowers?Fosteriana Tulip?Flowers?7500,00?dinheiro?450,00?10000,00?dinheiro?2880,00?3,47?0,16?0,00?dinheiro_dinheiro
Flowers?Gerbera Daisy?Flowers?15000,00?dinheiro?1250,00?45000,00?dinheiro?10080,00?4,46?0,12?0,00?dinheiro_dinheiro
Flowers?Green Tea?Spice?4,00?diamante?450,00?50,00?diamante?1440,00?0,03?0,31?0,00?diamante_diamante
Flowers?Hydrangea?Flowers?750,00?dinheiro?42,00?350,00?dinheiro?180,00?1,94?0,23?0,00?dinheiro_dinheiro
Flowers?Jupiter's Beard?Flowers?7250,00?dinheiro?150,00?2150,00?dinheiro?480,00?4,48?0,31?0,00?dinheiro_dinheiro
Flowers?Lavender?Flowers?2500,00?dinheiro?210,00?3000,00?dinheiro?1440,00?2,08?0,15?0,00?dinheiro_dinheiro
Flowers?Marguerite Daisy?Flowers?3800,00?dinheiro?100,00?1250,00?dinheiro?300,00?4,17?0,33?0,00?dinheiro_dinheiro
Flowers?Mustard?Spice?2,00?diamante?190,00?30,00?diamante?600,00?0,05?0,32?0,00?diamante_diamante
Flowers?Oleander?Flowers?2800,00?dinheiro?130,00?1800,00?dinheiro?600,00?3,00?0,22?0,00?dinheiro_dinheiro
Flowers?Oregano?Spice?25,00?diamante?68,00?18,00?diamante?240,00?0,07?0,28?0,00?diamante_diamante
Flowers?Pink Daffodil?Flowers?1000,00?dinheiro?27,00?120,00?dinheiro?60,00?2,00?0,45?0,00?dinheiro_dinheiro
Flowers?Pink Foxglove?Flowers?10,00?diamante?45,00?5,00?diamante?180,00?0,03?0,25?0,00?diamante_diamante
Flowers?Pink Hydrangea?Flowers?8000,00?dinheiro?85,00?1000,00?dinheiro?180,00?5,56?0,47?0,00?dinheiro_dinheiro
Flowers?Pink Lilac?Flowers?32500,00?dinheiro?435,00?9500,00?dinheiro?1440,00?6,60?0,30?0,00?dinheiro_dinheiro
Flowers?Pink Wisteria?Flowers?11000,00?dinheiro?130,00?2000,00?dinheiro?300,00?6,67?0,43?0,00?dinheiro_dinheiro
Flowers?Poppy?Flowers?700,00?dinheiro?30,00?300,00?dinheiro?120,00?2,50?0,25?0,00?dinheiro_dinheiro
Flowers?Provence Rose?Flowers?1500,00?dinheiro?330,00?4000,00?dinheiro?4320,00?0,93?0,08?0,00?dinheiro_dinheiro
Flowers?Purple Bellflower?Flowers?35000,00?dinheiro?290,00?5500,00?dinheiro?720,00?7,64?0,40?0,00?dinheiro_dinheiro
Flowers?Purple Daffodil?Flowers?14000,00?dinheiro?55,00?500,00?dinheiro?60,00?8,33?0,92?0,00?dinheiro_dinheiro
Flowers?Purple Foxglove?Flowers?15,00?diamante?65,00?7,00?diamante?240,00?0,03?0,27?0,00?diamante_diamante
Flowers?Purple Hydrangea?Flowers?12500,00?dinheiro?105,00?1100,00?dinheiro?180,00?6,11?0,58?0,00?dinheiro_dinheiro
Flowers?Queen of Night Tulip?Flowers?30000,00?dinheiro?650,00?18000,00?dinheiro?2880,00?6,25?0,23?0,00?dinheiro_dinheiro
Flowers?Ramanas Rose?Flowers?400,00?dinheiro?40,00?300,00?dinheiro?300,00?1,00?0,13?0,00?dinheiro_dinheiro
